node,distance_km,hmax_m,hmax_time_h,safe_depth_m,design_depth_m,exceeds_safe,exceeds_design
443,19.372843,1.811637,14.000000,3.456000,3.840000,False,False
444,19.416514,1.811551,14.000000,3.456000,3.840000,False,False
445,19.460184,1.811467,14.000000,3.456000,3.840000,False,False
446,19.503854,1.811386,14.000000,3.456000,3.840000,False,False
447,19.547525,1.811306,14.000000,3.456000,3.840000,False,False
448,19.591195,1.811230,14.000000,3.456000,3.840000,False,False
449,19.634866,1.811155,14.000000,3.456000,3.840000,False,False
450,19.678536,1.811083,14.000000,3.456000,3.840000,False,False
451,19.722207,1.811014,14.000000,3.456000,3.840000,False,False
452,19.765877,1.810949,14.000000,3.456000,3.840000,False,False
453,19.809547,1.810886,14.000000,3.456000,3.840000,False,False
454,19.853218,1.810826,14.000000,3.456000,3.840000,False,False
455,19.896888,1.810769,14.000000,3.456000,3.840000,False,False
456,19.941401,1.810716,14.000000,3.456000,3.840000,False,False
