time_h,W_71_m3,W_89_m3,W_150_m3,W_194_m3,W_287_m3,W_349_m3,W_383_m3
6.216667,250000.000,264203.449,59995.746,55702.456,53495.517,12981.618,5926.355
6.233333,250000.000,265168.344,60000.000,55967.816,53920.756,13142.880,6051.899
6.250000,250000.000,266133.649,60000.000,56233.541,54347.118,13304.584,6178.055
6.266667,250000.000,267099.349,60000.000,56499.626,54774.608,13466.732,6304.818
6.283333,250000.000,268065.430,60000.000,56766.066,55203.230,13629.328,6432.182
6.300000,250000.000,269031.879,60000.000,57032.873,55632.987,13792.373,6560.144
6.316667,250000.000,269998.685,60000.000,57300.187,56063.881,13955.870,6688.698
6.333333,250000.000,270965.835,60000.000,57568.229,56495.914,14119.820,6817.841
6.350000,250000.000,271933.318,60000.000,57836.969,56929.087,14284.226,6947.568
6.366667,250000.000,272901.123,60000.000,58106.282,57363.399,14449.090,7077.877
6.383333,250000.000,273869.241,60000.000,58376.117,57798.850,14614.414,7208.764
6.400000,250000.000,274837.663,60000.000,58646.461,58235.440,14780.199,7340.227
6.416667,250000.000,275806.395,60000.000,58917.303,58673.166,14946.447,7472.262
6.433333,250000.000,276775.454,60000.000,59188.634,59112.027,15113.159,7604.868
6.450000,250000.000,277744.877,60000.000,59460.444,59552.020,15280.338,7738.042
6.466667,250000.000,278714.693,60000.000,59732.726,59993.140,15447.984,7871.781
6.483333,250000.000,279684.911,60000.000,60005.470,60435.387,15616.098,8006.085
6.500000,250000.000,280655.522,60000.000,60278.669,60878.758,15784.682,8140.950
6.516667,250000.000,281626.511,60000.000,60552.314,61323.269,15953.736,8276.376
6.533333,250000.000,282597.861,60000.000,60826.398,61768.961,16123.261,8412.360
6.550000,250000.000,283569.559,60000.000,61100.912,62215.897,16293.257,8548.901
6.566667,250000.000,284541.597,60000.000,61375.849,62664.132,16463.725,8685.997
6.583333,250000.000,285513.966,60000.000,61651.202,63113.689,16634.666,8823.648
6.600000,250000.000,286486.656,60000.000,61926.961,63564.569,16806.078,8961.850
6.616667,250000.000,287459.661,60000.000,62203.121,64016.766,16977.963,9100.604
6.633333,250000.000,288432.973,60000.000,62479.674,64470.276,17150.320,9239.908
6.650000,250000.000,289406.585,60000.000,62756.613,64925.100,17323.149,9379.759
6.666667,250000.000,290380.489,60000.000,63033.931,65381.236,17496.450,9520.158
6.683333,250000.000,291354.679,60000.000,63311.621,65838.685,17670.227,9661.101
6.700000,250000.000,292329.148,60000.000,63589.676,66297.445,17844.482,9802.589
6.716667,250000.000,293303.890,60000.000,63868.091,66757.514,18019.222,9944.619
6.733333,250000.000,294278.898,60000.000,64146.859,67218.887,18194.454,10087.191
6.750000,250000.000,295254.168,60000.000,64425.974,67681.562,18370.181,10230.302
6.766667,250000.000,296229.692,60000.000,64705.429,68145.533,18546.409,10373.952
6.783333,250000.000,297205.466,60000.000,64985.220,68610.795,18723.139,10518.141
6.800000,250000.000,298181.485,60000.000,65265.340,69077.341,18900.373,10662.870
6.816667,250000.000,299157.742,60000.000,65545.784,69545.165,19078.114,10808.141
6.833333,250000.000,300000.000,60000.000,65826.545,70014.258,19256.364,10953.955
6.850000,250000.000,300000.000,60000.000,66107.620,70484.613,19435.125,11100.315
6.866667,250000.000,300000.000,60000.000,66389.002,70956.222,19614.397,11247.223
6.883333,250000.000,300000.000,60000.000,66670.686,71429.075,19794.182,11394.680
6.900000,250000.000,300000.000,60000.000,66952.667,71903.163,19974.481,11542.687
6.916667,250000.000,300000.000,60000.000,67234.941,72378.478,20155.295,11691.245
6.933333,250000.000,300000.000,60000.000,67517.501,72855.008,20336.625,11840.355
6.950000,250000.000,300000.000,60000.000,67800.345,73332.743,20518.470,11990.019
6.966667,250000.000,300000.000,60000.000,68083.466,73811.674,20700.831,12140.237
6.983333,250000.000,300000.000,60000.000,68366.860,74291.790,20883.708,12291.010
7.000000,250000.000,300000.000,60000.000,68650.523,74773.080,21067.100,12442.339
7.016667,250000.000,300000.000,60000.000,68934.451,75255.534,21251.007,12594.223
7.033333,250000.000,300000.000,60000.000,69218.651,75739.139,21435.427,12746.665
7.050000,250000.000,300000.000,60000.000,69503.181,76223.885,21620.361,12899.664
7.066667,250000.000,300000.000,60000.000,69788.178,76709.761,21805.806,13053.219
7.083333,250000.000,300000.000,60000.000,70073.786,77196.755,21991.761,13207.332
7.100000,250000.000,300000.000,60000.000,70360.055,77684.855,22178.226,13362.002
7.116667,250000.000,300000.000,60000.000,70646.964,78174.052,22365.197,13517.228
7.133333,250000.000,300000.000,60000.000,70934.492,78664.332,22552.673,13673.010
7.150000,250000.000,300000.000,60000.000,71222.630,79155.685,22740.653,13829.348
7.166667,250000.000,300000.000,60000.000,71511.379,79648.099,22929.133,13986.240
7.183333,250000.000,300000.000,60000.000,71800.737,80141.562,23118.113,14143.687
7.200000,250000.000,300000.000,60000.000,72090.705,80636.063,23307.588,14301.686
7.216667,250000.000,300000.000,60000.000,72381.281,81131.592,23497.558,14460.236
7.233333,250000.000,300000.000,60000.000,72672.463,81628.143,23688.018,14619.337
7.250000,250000.000,300000.000,60000.000,72964.248,82125.724,23878.967,14778.986
7.266667,250000.000,300000.000,60000.000,73256.632,82624.369,24070.401,14939.182
7.283333,250000.000,300000.000,60000.000,73549.611,83124.139,24262.318,15099.923
7.300000,250000.000,300000.000,60000.000,73843.182,83625.106,24454.714,15261.207
7.316667,250000.000,300000.000,60000.000,74137.338,84127.331,24647.586,15423.033
7.333333,250000.000,300000.000,60000.000,74432.075,84630.851,24840.931,15585.397
7.350000,250000.000,300000.000,60000.000,74727.388,85135.691,25034.746,15748.299
7.366667,250000.000,300000.000,60000.000,75023.270,85641.869,25229.028,15911.734
7.383333,250000.000,300000.000,60000.000,75319.716,86149.405,25423.774,16075.702
7.400000,250000.000,300000.000,60000.000,75616.719,86658.317,25618.982,16240.198
7.416667,250000.000,300000.000,60000.000,75914.275,87168.623,25814.654,16405.221
7.433333,250000.000,300000.000,60000.000,76212.375,87680.338,26010.792,16570.768
7.450000,250000.000,300000.000,60000.000,76511.015,88193.479,26207.405,16736.835
7.466667,250000.000,300000.000,60000.000,76810.187,88708.056,26404.499,16903.421
7.483333,250000.000,300000.000,60000.000,77109.885,89224.083,26602.081,17070.522
7.500000,250000.000,300000.000,60000.000,77409.883,89741.569,26800.159,17238.137
7.516667,250000.000,300000.000,60000.000,77709.883,90260.523,26998.739,17406.266
7.533333,250000.000,300000.000,60000.000,78009.883,90780.952,27197.825,17574.911
7.550000,250000.000,300000.000,60000.000,78309.883,91302.861,27397.423,17744.073
7.566667,250000.000,300000.000,60000.000,78609.883,91826.256,27597.539,17913.757
7.583333,250000.000,300000.000,60000.000,78909.883,92351.140,27798.179,18083.965
7.600000,250000.000,300000.000,60000.000,79209.883,92877.515,27999.346,18254.702
7.616667,250000.000,300000.000,60000.000,79509.883,93405.383,28201.047,18425.970
7.633333,250000.000,300000.000,60000.000,79809.883,93934.745,28403.285,18597.774
7.650000,250000.000,300000.000,60000.000,80000.000,94465.598,28606.067,18770.116
7.666667,250000.000,300000.000,60000.000,80000.000,94997.943,28809.396,18943.001
7.683333,250000.000,300000.000,60000.000,80000.000,95531.777,29013.277,19116.432
7.700000,250000.000,300000.000,60000.000,80000.000,96067.097,29217.713,19290.414
7.716667,250000.000,300000.000,60000.000,80000.000,96603.900,29422.708,19464.950
7.733333,250000.000,300000.000,60000.000,80000.000,97142.181,29628.266,19640.044
7.750000,250000.000,300000.000,60000.000,80000.000,97681.938,29834.389,19815.699
7.766667,250000.000,300000.000,60000.000,80000.000,98223.164,30041.082,19991.920
7.783333,250000.000,300000.000,60000.000,80000.000,98765.853,30248.346,20168.711
7.800000,250000.000,300000.000,60000.000,80000.000,99310.000,30456.183,20346.075
7.816667,250000.000,300000.000,60000.000,80000.000,99855.606,30664.597,20524.014
7.833333,250000.000,300000.000,60000.000,80000.000,100402.730,30873.588,20702.534
7.850000,250000.000,300000.000,60000.000,80000.000,100951.545,31083.159,20881.636
7.866667,250000.000,300000.000,60000.000,80000.000,101502.237,31293.310,21061.325
7.883333,250000.000,300000.000,60000.000,80000.000,102054.832,31504.044,21241.602
7.900000,250000.000,300000.000,60000.000,80000.000,102609.251,31715.360,21422.470
7.916667,250000.000,300000.000,60000.000,80000.000,103165.425,31927.259,21603.933
7.933333,250000.000,300000.000,60000.000,80000.000,103723.325,32139.743,21785.992
7.950000,250000.000,300000.000,60000.000,80000.000,104282.935,32352.812,21968.650
7.966667,250000.000,300000.000,60000.000,80000.000,104844.244,32566.469,22151.909
7.983333,250000.000,300000.000,60000.000,80000.000,105407.240,32780.726,22335.770
8.000000,250000.000,300000.000,60000.000,80000.000,105971.909,32995.600,22520.235
8.016667,250000.000,300000.000,60000.000,80000.000,106538.238,33211.113,22705.305
8.033333,250000.000,300000.000,60000.000,80000.000,107106.212,33427.278,22890.983
8.050000,250000.000,300000.000,60000.000,80000.000,107675.818,33644.100,23077.271
8.066667,250000.000,300000.000,60000.000,80000.000,108247.039,33861.576,23264.175
8.083333,250000.000,300000.000,60000.000,80000.000,108819.861,34079.708,23451.704
8.100000,250000.000,300000.000,60000.000,80000.000,109394.269,34298.496,23639.870
8.116667,250000.000,300000.000,60000.000,80000.000,109970.246,34517.941,23828.683
8.133333,250000.000,300000.000,60000.000,80000.000,110547.779,34738.042,24018.150
8.150000,250000.000,300000.000,60000.000,80000.000,111126.850,34958.802,24208.277
8.166667,250000.000,300000.000,60000.000,80000.000,111707.444,35180.220,24399.065
8.183333,250000.000,300000.000,60000.000,80000.000,112289.545,35402.294,24590.518
8.200000,250000.000,300000.000,60000.000,80000.000,112873.137,35625.026,24782.638
8.216667,250000.000,300000.000,60000.000,80000.000,113458.204,35848.412,24975.428
8.233333,250000.000,300000.000,60000.000,80000.000,114044.730,36072.452,25168.891
8.250000,250000.000,300000.000,60000.000,80000.000,114632.698,36297.145,25363.027
8.266667,250000.000,300000.000,60000.000,80000.000,115222.092,36522.487,25557.840
8.283333,250000.000,300000.000,60000.000,80000.000,115812.897,36748.476,25753.329
8.300000,250000.000,300000.000,60000.000,80000.000,116405.095,36975.110,25949.495
8.316667,250000.000,300000.000,60000.000,80000.000,116998.671,37202.386,26146.340
8.333333,250000.000,300000.000,60000.000,80000.000,117593.609,37430.301,26343.862
8.350000,250000.000,300000.000,60000.000,80000.000,118189.892,37658.852,26542.063
8.366667,250000.000,300000.000,60000.000,80000.000,118787.505,37888.034,26740.940
8.383333,250000.000,300000.000,60000.000,80000.000,119386.431,38117.845,26940.494
8.400000,250000.000,300000.000,60000.000,80000.000,119986.656,38348.281,27140.724
8.416667,250000.000,300000.000,60000.000,80000.000,120588.163,38579.337,27341.627
8.433333,250000.000,300000.000,60000.000,80000.000,121190.936,38811.010,27543.203
8.450000,250000.000,300000.000,60000.000,80000.000,121794.961,39043.296,27745.449
8.466667,250000.000,300000.000,60000.000,80000.000,122400.222,39276.189,27948.363
8.483333,250000.000,300000.000,60000.000,80000.000,123006.704,39509.686,28151.943
8.500000,250000.000,300000.000,60000.000,80000.000,123614.391,39743.781,28356.186
8.516667,250000.000,300000.000,60000.000,80000.000,124223.270,39978.471,28561.089
8.533333,250000.000,300000.000,60000.000,80000.000,124833.324,40213.751,28766.649
8.550000,250000.000,300000.000,60000.000,80000.000,125444.540,40449.615,28972.864
8.566667,250000.000,300000.000,60000.000,80000.000,126056.904,40686.059,29179.729
8.583333,250000.000,300000.000,60000.000,80000.000,126670.400,40923.077,29387.241
8.600000,250000.000,300000.000,60000.000,80000.000,127285.015,41160.666,29595.396
8.616667,250000.000,300000.000,60000.000,80000.000,127900.735,41398.819,29804.190
8.633333,250000.000,300000.000,60000.000,80000.000,128517.546,41637.532,30013.620
8.650000,250000.000,300000.000,60000.000,80000.000,129135.434,41876.799,30223.681
8.666667,250000.000,300000.000,60000.000,80000.000,129754.387,42116.615,30434.368
8.683333,250000.000,300000.000,60000.000,80000.000,130374.390,42356.975,30645.678
8.700000,250000.000,300000.000,60000.000,80000.000,130995.430,42597.875,30857.605
8.716667,250000.000,300000.000,60000.000,80000.000,131617.495,42839.307,31070.146
8.733333,250000.000,300000.000,60000.000,80000.000,132240.571,43081.269,31283.295
8.750000,250000.000,300000.000,60000.000,80000.000,132864.646,43323.753,31497.047
8.766667,250000.000,300000.000,60000.000,80000.000,133489.708,43566.755,31711.398
8.783333,250000.000,300000.000,60000.000,80000.000,134115.744,43810.269,31926.342
8.800000,250000.000,300000.000,60000.000,80000.000,134742.741,44054.291,32141.875
8.816667,250000.000,300000.000,60000.000,80000.000,135370.689,44298.815,32357.991
8.833333,250000.000,300000.000,60000.000,80000.000,135999.574,44543.836,32574.686
8.850000,250000.000,300000.000,60000.000,80000.000,136629.386,44789.348,32791.953
8.866667,250000.000,300000.000,60000.000,80000.000,137260.112,45035.347,33009.789
8.883333,250000.000,300000.000,60000.000,80000.000,137891.742,45281.827,33228.186
8.900000,250000.000,300000.000,60000.000,80000.000,138524.263,45528.782,33447.141
8.916667,250000.000,300000.000,60000.000,80000.000,139157.665,45776.209,33666.648
8.933333,250000.000,300000.000,60000.000,80000.000,139791.937,46024.101,33886.701
8.950000,250000.000,300000.000,60000.000,80000.000,140427.068,46272.454,34107.296
8.966667,250000.000,300000.000,60000.000,80000.000,141063.048,46521.262,34328.425
8.983333,250000.000,300000.000,60000.000,80000.000,141699.865,46770.521,34550.086
9.000000,250000.000,300000.000,60000.000,80000.000,142337.509,47020.225,34772.271
9.016667,250000.000,300000.000,60000.000,80000.000,142975.971,47270.369,34994.975
9.033333,250000.000,300000.000,60000.000,80000.000,143615.239,47520.949,35218.193
9.050000,250000.000,300000.000,60000.000,80000.000,144255.305,47771.959,35441.920
9.066667,250000.000,300000.000,60000.000,80000.000,144896.157,48023.395,35666.150
9.083333,250000.000,300000.000,60000.000,80000.000,145537.787,48275.252,35890.878
9.100000,250000.000,300000.000,60000.000,80000.000,146180.184,48527.525,36116.098
9.116667,250000.000,300000.000,60000.000,80000.000,146823.340,48780.209,36341.805
9.133333,250000.000,300000.000,60000.000,80000.000,147467.244,49033.299,36567.994
9.150000,250000.000,300000.000,60000.000,80000.000,148111.888,49286.791,36794.659
9.166667,250000.000,300000.000,60000.000,80000.000,148757.263,49540.681,37021.795
9.183333,250000.000,300000.000,60000.000,80000.000,149403.359,49794.962,37249.397
9.200000,250000.000,300000.000,60000.000,80000.000,150050.168,50000.000,37477.460
9.216667,250000.000,300000.000,60000.000,80000.000,150697.681,50000.000,37705.977
9.233333,250000.000,300000.000,60000.000,80000.000,151345.889,50000.000,37934.945
9.250000,250000.000,300000.000,60000.000,80000.000,151994.784,50000.000,38164.359
9.266667,250000.000,300000.000,60000.000,80000.000,152644.358,50000.000,38394.269
9.283333,250000.000,300000.000,60000.000,80000.000,153294.601,50000.000,38624.989
9.300000,250000.000,300000.000,60000.000,80000.000,153945.506,50000.000,38856.708
9.316667,250000.000,300000.000,60000.000,80000.000,154597.066,50000.000,39089.236
9.333333,250000.000,300000.000,60000.000,80000.000,155249.271,50000.000,39322.444
9.350000,250000.000,300000.000,60000.000,80000.000,155902.117,50000.000,39556.299
9.366667,250000.000,300000.000,60000.000,80000.000,156555.615,50000.000,39790.784
9.383333,250000.000,300000.000,60000.000,80000.000,157209.829,50000.000,40000.000
9.400000,250000.000,300000.000,60000.000,80000.000,157864.869,50000.000,40000.000
9.416667,250000.000,300000.000,60000.000,80000.000,158520.828,50000.000,40000.000
9.433333,250000.000,300000.000,60000.000,80000.000,159177.708,50000.000,40000.000
9.450000,250000.000,300000.000,60000.000,80000.000,159835.453,50000.000,40000.000
9.466667,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
9.483333,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
9.500000,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
9.516667,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
9.533333,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
9.550000,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
9.566667,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
9.583333,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
9.600000,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
9.616667,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
9.633333,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
9.650000,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
9.666667,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
9.683333,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
9.700000,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
9.716667,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
9.733333,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
9.750000,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
9.766667,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
9.783333,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
9.800000,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
9.816667,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
9.833333,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
9.850000,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
9.866667,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
9.883333,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
9.900000,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
9.916667,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
9.933333,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
9.950000,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
9.966667,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
9.983333,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
10.000000,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
10.016667,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
10.033333,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
10.050000,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
10.066667,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
10.083333,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
10.100000,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
10.116667,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
10.133333,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
10.150000,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
10.166667,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
10.183333,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
10.200000,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
10.216667,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
10.233333,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
10.250000,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
10.266667,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
10.283333,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
10.300000,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
10.316667,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
10.333333,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
10.350000,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
10.366667,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
10.383333,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
10.400000,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
10.416667,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
10.433333,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
10.450000,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
10.466667,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
10.483333,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
10.500000,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
10.516667,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
10.533333,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
10.550000,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
10.566667,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
10.583333,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
10.600000,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
10.616667,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
10.633333,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
10.650000,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
10.666667,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
10.683333,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
10.700000,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
10.716667,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
10.733333,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
10.750000,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
10.766667,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
10.783333,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
10.800000,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
10.816667,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
10.833333,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
10.850000,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
10.866667,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
10.883333,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
10.900000,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
10.916667,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
10.933333,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
10.950000,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
10.966667,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
10.983333,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
11.000000,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
11.016667,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
11.033333,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
11.050000,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
11.066667,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
11.083333,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
11.100000,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
11.116667,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
11.133333,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
11.150000,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
11.166667,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
11.183333,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
11.200000,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
11.216667,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
11.233333,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
11.250000,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
11.266667,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
11.283333,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
11.300000,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
11.316667,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
11.333333,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
11.350000,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
11.366667,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
11.383333,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
11.400000,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
11.416667,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
11.433333,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
11.450000,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
11.466667,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
11.483333,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
11.500000,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
11.516667,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
11.533333,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
11.550000,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
11.566667,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
11.583333,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
11.600000,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
11.616667,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
11.633333,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
11.650000,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
11.666667,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
11.683333,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
11.700000,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
11.716667,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
11.733333,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
11.750000,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
11.766667,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
11.783333,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
11.800000,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
11.816667,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
11.833333,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
11.850000,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
11.866667,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
11.883333,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
11.900000,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
11.916667,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
11.933333,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
11.950000,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
11.966667,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
11.983333,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
12.000000,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
