node,branch_start_node,branch_nodes_used,depth_D_m,bottom_width_b_m,side_slope_z,manning_n,safe_depth_0.9D_m,first_segment_length_m,first_segment_slope,capacity_first_segment_m3s,first_10_nodes_length_m,first_10_nodes_slope,capacity_first_10_nodes_m3s,full_branch_length_m,full_branch_slope,capacity_full_branch_m3s
71,4372,12,5.0,25.0,0.0,0.025,4.5,43.67043006887199,3.294632312864173e-07,5.735417813053508,435.00743435845504,1.9716387405919352e-07,4.436855201108118,512.7459282793562,1.6727144238956295e-07,4.086697432578174
89,4384,12,5.0,25.0,0.0,0.02,4.5,43.67043006217767,3.1796876469491753e-07,7.043099549175011,436.70430064131494,3.179687649084795e-07,7.043099551540241,512.9610762743919,3.179687649879164e-07,7.043099552420015
