time_h,head_inflow_m3s,Qdiv_71_m3s,Qdiv_89_m3s,Qdiv_150_m3s,Qdiv_194_m3s,Qdiv_287_m3s,Qdiv_349_m3s,Qdiv_383_m3s,supplied_71_m3,supplied_89_m3,supplied_150_m3,supplied_194_m3,supplied_287_m3,supplied_349_m3,supplied_383_m3
2.950000,80.000000,15.829990,13.865067,3.491746,3.378292,0.000000,0.000000,0.000000,119113.948,94879.809,15216.596,8928.238,0.000,0.000,0.000
2.966667,80.000000,15.830657,13.866642,3.496724,3.391667,0.000000,0.000000,0.000000,120063.768,95711.761,15426.252,9131.345,0.000,0.000,0.000
2.983333,80.000000,15.831308,13.868186,3.501630,3.404769,0.000000,0.000000,0.000000,121013.627,96543.807,15636.206,9335.246,0.000,0.000,0.000
3.000000,80.000000,15.831944,13.869700,3.506469,3.417607,0.000000,0.000000,0.000000,121963.525,97375.945,15846.452,9539.925,0.000,0.000,0.000
3.016667,80.000000,15.832565,13.871186,3.511241,3.430191,0.000000,0.000000,0.000000,122913.461,98208.172,16056.986,9745.366,0.000,0.000,0.000
3.033333,80.000000,15.833173,13.872644,3.515948,3.442530,0.000000,0.000000,0.000000,123863.433,99040.488,16267.804,9951.555,0.000,0.000,0.000
3.050000,80.000000,15.833768,13.874076,3.520593,3.454630,0.000000,0.000000,0.000000,124813.442,99872.890,16478.903,10158.477,0.000,0.000,0.000
3.066667,80.000000,15.834349,13.875483,3.525177,3.466501,0.000000,0.000000,0.000000,125763.486,100705.378,16690.279,10366.118,0.000,0.000,0.000
3.083333,80.000000,15.834919,13.876865,3.529701,3.478150,0.000000,0.000000,0.000000,126713.564,101537.949,16901.927,10574.465,0.000,0.000,0.000
3.100000,80.000000,15.835476,13.878225,3.534168,3.489583,0.000000,0.000000,0.000000,127663.676,102370.603,17113.846,10783.503,0.000,0.000,0.000
3.116667,80.000000,15.836023,13.879562,3.538579,3.500808,0.000000,0.000000,0.000000,128613.822,103203.337,17326.031,10993.222,0.000,0.000,0.000
3.133333,80.000000,15.836559,13.880877,3.542936,3.511830,0.000000,0.000000,0.000000,129564.000,104036.151,17538.479,11203.607,0.000,0.000,0.000
3.150000,80.000000,15.837084,13.882172,3.547239,3.522657,0.000000,0.000000,0.000000,130514.209,104869.043,17751.186,11414.648,0.000,0.000,0.000
3.166667,80.000000,15.837599,13.883446,3.551490,3.533295,0.000000,0.000000,0.000000,131464.450,105702.012,17964.151,11626.333,0.000,0.000,0.000
3.183333,80.000000,15.838105,13.884702,3.555691,3.543748,0.000000,0.000000,0.000000,132414.721,106535.058,18177.369,11838.650,0.000,0.000,0.000
3.200000,80.000000,15.838601,13.885939,3.559843,3.554022,0.000000,0.000000,0.000000,133365.023,107368.177,18390.837,12051.590,0.000,0.000,0.000
3.216667,80.000000,15.839089,13.887158,3.563947,3.564123,0.000000,0.000000,0.000000,134315.354,108201.371,18604.553,12265.140,0.000,0.000,0.000
3.233333,80.000000,15.839569,13.888360,3.568004,3.574056,0.000000,0.000000,0.000000,135265.714,109034.637,18818.514,12479.291,0.000,0.000,0.000
3.250000,80.000000,15.840040,13.889546,3.572015,3.583825,0.000000,0.000000,0.000000,136216.102,109867.975,19032.716,12694.033,0.000,0.000,0.000
3.266667,80.000000,15.840503,13.890716,3.575982,3.593436,0.000000,0.000000,0.000000,137166.519,110701.384,19247.159,12909.357,0.000,0.000,0.000
3.283333,80.000000,15.840959,13.891871,3.579905,3.602892,0.000000,0.000000,0.000000,138116.963,111534.862,19461.837,13125.252,0.000,0.000,0.000
3.300000,80.000000,15.841407,13.893011,3.583786,3.612197,0.000000,0.000000,0.000000,139067.434,112368.409,19676.750,13341.710,0.000,0.000,0.000
3.316667,80.000000,15.841849,13.894136,3.587625,3.621357,0.000000,0.000000,0.000000,140017.932,113202.024,19891.895,13558.722,0.000,0.000,0.000
3.333333,80.000000,15.842284,13.895248,3.591423,3.630374,0.000000,0.000000,0.000000,140968.456,114035.706,20107.268,13776.279,0.000,0.000,0.000
3.350000,80.000000,15.842712,13.896347,3.595182,3.639253,0.000000,0.000000,0.000000,141919.007,114869.455,20322.868,13994.373,0.000,0.000,0.000
3.366667,80.000000,15.843135,13.897433,3.598902,3.647997,0.000000,0.000000,0.000000,142869.582,115703.269,20538.693,14212.995,0.000,0.000,0.000
3.383333,80.000000,15.843551,13.898507,3.602584,3.656609,0.000000,0.000000,0.000000,143820.183,116537.148,20754.740,14432.139,0.000,0.000,0.000
3.400000,80.000000,15.843962,13.899568,3.606229,3.665094,0.000000,0.000000,0.000000,144770.809,117371.090,20971.006,14651.795,0.000,0.000,0.000
3.416667,80.000000,15.844367,13.900619,3.609837,3.673454,0.000000,0.000000,0.000000,145721.459,118205.097,21187.490,14871.956,0.000,0.000,0.000
3.433333,80.000000,15.844767,13.901658,3.613410,3.681692,0.000000,0.000000,0.000000,146672.133,119039.165,21404.189,15092.615,0.000,0.000,0.000
3.450000,80.000000,15.845161,13.902686,3.616947,3.689810,0.000000,0.000000,0.000000,147622.831,119873.296,21621.102,15313.765,0.000,0.000,0.000
3.466667,80.000000,15.845551,13.903704,3.620451,3.697813,0.461907,0.000000,0.000000,148573.553,120707.489,21838.226,15535.398,9.519,0.000,0.000
3.483333,80.000000,15.845936,13.904713,3.623921,3.705701,0.850927,0.000000,0.000000,149524.298,121541.742,22055.559,15757.508,49.801,0.000,0.000
3.500000,80.000000,15.846316,13.905711,3.627358,3.713477,1.143257,0.000000,0.000000,150475.065,122376.055,22273.099,15980.088,110.101,0.000,0.000
3.516667,80.000000,15.846692,13.906700,3.630763,3.721143,1.384284,0.000000,0.000000,151425.856,123210.428,22490.845,16203.131,186.246,0.000,0.000
3.533333,80.000000,15.847064,13.907680,3.634137,3.728701,1.592550,0.000000,0.000000,152376.669,124044.860,22708.793,16426.630,275.790,0.000,0.000
3.550000,80.000000,15.847431,13.908651,3.637479,3.736153,1.777625,0.000000,0.000000,153327.504,124879.350,22926.944,16650.580,377.087,0.000,0.000
3.566667,80.000000,15.847795,13.909613,3.640791,3.743499,1.945169,0.000000,0.000000,154278.361,125713.899,23145.294,16874.974,488.932,0.000,0.000
3.583333,80.000000,15.848155,13.910568,3.644073,3.750741,2.098832,0.000000,0.000000,155229.239,126548.505,23363.841,17099.805,610.391,0.000,0.000
3.600000,80.000000,15.848511,13.911514,3.647326,3.757880,2.241121,0.000000,0.000000,156180.140,127383.167,23582.585,17325.068,740.713,0.000,0.000
3.616667,80.000000,15.848863,13.912452,3.650550,3.764917,2.373854,0.000000,0.000000,157131.061,128217.887,23801.523,17550.756,879.272,0.000,0.000
3.633333,80.000000,15.849212,13.913383,3.653745,3.771854,2.498401,0.000000,0.000000,158082.003,129052.663,24020.654,17776.863,1025.540,0.000,0.000
3.650000,80.000000,15.849557,13.914307,3.656912,3.778690,2.615828,0.000000,0.000000,159032.967,129887.494,24239.975,18003.383,1179.059,0.000,0.000
3.666667,80.000000,15.849900,13.915223,3.660052,3.785427,2.726985,0.000000,0.000000,159983.951,130722.380,24459.486,18230.311,1339.428,0.000,0.000
3.683333,80.000000,15.850239,13.916133,3.663164,3.792067,2.832563,0.000000,0.000000,160934.955,131557.321,24679.184,18457.639,1506.294,0.000,0.000
3.700000,80.000000,15.850575,13.917036,3.666249,3.798610,2.933133,0.000000,0.000000,161885.980,132392.317,24899.068,18685.363,1679.339,0.000,0.000
3.716667,80.000000,15.850908,13.917932,3.669307,3.805057,3.029174,0.000000,0.000000,162837.024,133227.366,25119.136,18913.477,1858.278,0.000,0.000
3.733333,80.000000,15.851238,13.918822,3.672338,3.811410,3.121094,0.000000,0.000000,163788.089,134062.470,25339.387,19141.975,2042.851,0.000,0.000
3.750000,80.000000,15.851566,13.919706,3.675343,3.817669,3.209242,0.000000,0.000000,164739.173,134897.626,25559.819,19370.851,2232.824,0.000,0.000
3.766667,80.000000,15.851891,13.920584,3.678321,3.823836,3.293919,0.000000,0.000000,165690.277,135732.835,25780.431,19600.099,2427.977,0.000,0.000
3.783333,80.000000,15.852213,13.921456,3.681273,3.829911,3.375392,0.000000,0.000000,166641.400,136568.097,26001.220,19829.715,2628.113,0.000,0.000
3.800000,80.000000,15.852533,13.922322,3.684199,3.835892,3.453892,0.000000,0.000000,167592.543,137403.411,26222.186,20059.693,2833.045,0.000,0.000
3.816667,80.000000,15.852850,13.923183,3.687098,3.841780,3.529627,0.000000,0.000000,168543.704,138238.776,26443.327,20290.026,3042.602,0.000,0.000
3.833333,80.000000,15.853165,13.924038,3.689971,3.847572,3.602779,0.000000,0.000000,169494.885,139074.193,26664.640,20520.710,3256.623,0.000,0.000
3.850000,80.000000,15.853478,13.924888,3.692818,3.853266,3.673515,0.000000,0.000000,170446.085,139909.661,26886.126,20751.739,3474.959,0.000,0.000
3.866667,80.000000,15.853788,13.925733,3.695639,3.858862,3.741982,0.000000,0.000000,171397.303,140745.181,27107.781,20983.106,3697.469,0.000,0.000
3.883333,80.000000,15.854096,13.926573,3.698433,3.864363,3.808314,0.000000,0.000000,172348.539,141580.750,27329.605,21214.806,3924.022,0.000,0.000
3.900000,80.000000,15.854403,13.927408,3.701202,3.869768,3.872635,0.000000,0.000000,173299.795,142416.370,27551.595,21446.833,4154.492,0.000,0.000
3.916667,80.000000,15.854707,13.928238,3.703944,3.875081,3.935054,0.000000,0.000000,174251.068,143252.040,27773.751,21679.182,4388.763,0.000,0.000
3.933333,80.000000,15.855009,13.929063,3.706659,3.880303,3.995674,0.000000,0.000000,175202.360,144087.759,27996.071,21911.846,4626.724,0.000,0.000
3.950000,80.000000,15.855309,13.929884,3.709348,3.885436,4.054588,0.000000,0.000000,176153.669,144923.528,28218.552,22144.821,4868.270,0.000,0.000
3.966667,80.000000,15.855607,13.930700,3.712011,3.890482,4.111882,0.000000,0.000000,177104.997,145759.346,28441.194,22378.102,5113.300,0.000,0.000
3.983333,80.000000,15.855903,13.931511,3.714645,3.895443,4.167635,0.000000,0.000000,178056.342,146595.213,28663.996,22611.682,5361.721,0.000,0.000
4.000000,80.000000,15.856198,13.932318,3.717252,3.900319,4.221921,0.000000,0.000000,179007.706,147431.128,28886.954,22845.558,5613.442,0.000,0.000
4.016667,80.000000,15.856490,13.933121,3.719831,3.905114,4.274807,0.000000,0.000000,179959.086,148267.092,29110.068,23079.724,5868.377,0.000,0.000
4.033333,80.000000,15.856781,13.933919,3.722380,3.909828,4.326358,0.000000,0.000000,180910.485,149103.103,29333.336,23314.175,6126.444,0.000,0.000
4.050000,80.000000,15.857071,13.934713,3.724901,3.914463,4.376631,0.000000,0.000000,181861.900,149939.163,29556.755,23548.906,6387.565,0.000,0.000
4.066667,80.000000,15.857358,13.935503,3.727393,3.919021,4.425682,0.000000,0.000000,182813.333,150775.270,29780.326,23783.914,6651.665,0.000,0.000
4.083333,80.000000,15.857644,13.936289,3.729856,3.923502,4.473563,0.000000,0.000000,183764.784,151611.424,30004.045,24019.192,6918.672,0.000,0.000
4.100000,80.000000,15.857929,13.937070,3.732290,3.927910,4.520320,0.000000,0.000000,184716.251,152447.625,30227.910,24254.737,7188.518,0.000,0.000
4.116667,80.000000,15.858211,13.937847,3.734695,3.932245,4.566000,0.000000,0.000000,185667.735,153283.873,30451.921,24490.544,7461.135,0.000,0.000
4.133333,80.000000,15.858493,13.938620,3.737072,3.936508,4.610645,0.000000,0.000000,186619.237,154120.167,30676.076,24726.609,7736.462,0.000,0.000
4.150000,80.000000,15.858772,13.939388,3.739420,3.940702,4.654295,0.000000,0.000000,187570.755,154956.508,30900.372,24962.928,8014.437,0.000,0.000
4.166667,80.000000,15.859050,13.940152,3.741739,3.944827,4.696986,0.000000,0.000000,188522.290,155792.895,31124.808,25199.496,8295.002,0.000,0.000
4.183333,80.000000,15.859327,13.940913,3.744030,3.948885,4.738755,0.000000,0.000000,189473.841,156629.327,31349.382,25436.310,8578.099,0.000,0.000
4.200000,80.000000,15.859602,13.941668,3.746293,3.952877,4.779635,0.000000,0.000000,190425.409,157465.805,31574.093,25673.365,8863.676,0.000,0.000
4.216667,80.000000,15.859876,13.942420,3.748528,3.956805,4.819658,0.000000,0.000000,191376.994,158302.328,31798.939,25910.658,9151.679,0.000,0.000
4.233333,80.000000,15.860148,13.943167,3.750736,3.960670,4.858853,0.000000,0.000000,192328.594,159138.896,32023.918,26148.184,9442.058,0.000,0.000
4.250000,80.000000,15.860418,13.943909,3.752915,3.964474,4.897250,0.000000,0.000000,193280.211,159975.508,32249.029,26385.941,9734.764,0.000,0.000
4.266667,80.000000,15.860687,13.944647,3.755068,3.968216,4.934874,0.000000,0.000000,194231.845,160812.165,32474.270,26623.924,10029.750,0.000,0.000
4.283333,80.000000,15.860955,13.945381,3.757193,3.971900,4.971752,0.000000,0.000000,195183.494,161648.867,32699.639,26862.129,10326.971,0.000,0.000
4.300000,80.000000,15.861221,13.946109,3.759292,3.975526,5.007908,0.000000,0.000000,196135.160,162485.612,32925.134,27100.554,10626.383,0.000,0.000
4.316667,80.000000,15.861485,13.946833,3.761364,3.979094,5.043365,0.000000,0.000000,197086.841,163322.400,33150.755,27339.195,10927.942,0.000,0.000
4.333333,80.000000,15.861748,13.947552,3.763409,3.982607,5.078145,0.000000,0.000000,198038.538,164159.232,33376.499,27578.048,11231.608,0.000,0.000
4.350000,80.000000,15.862009,13.948266,3.765429,3.986066,5.112270,0.000000,0.000000,198990.251,164996.107,33602.366,27817.110,11537.341,0.000,0.000
4.366667,80.000000,15.862269,13.948976,3.767423,3.989470,5.145759,0.000000,0.000000,199941.979,165833.025,33828.352,28056.378,11845.102,0.000,0.000
4.383333,80.000000,15.862527,13.949680,3.769391,3.992823,5.178631,0.000000,0.000000,200893.723,166669.985,34054.458,28295.849,12154.853,0.000,0.000
4.400000,80.000000,15.862784,13.950379,3.771334,3.996124,5.210905,0.000000,0.000000,201845.483,167506.987,34280.681,28535.519,12466.558,0.000,0.000
4.416667,80.000000,15.863038,13.951073,3.773252,3.999375,5.242599,0.000000,0.000000,202797.258,168344.031,34507.019,28775.386,12780.182,0.000,0.000
4.433333,80.000000,15.863292,13.951762,3.775146,4.002576,5.273728,0.000000,0.000000,203749.048,169181.116,34733.472,29015.446,13095.690,0.000,0.000
4.450000,80.000000,15.863543,13.952445,3.777015,4.005729,5.304310,0.205191,0.000000,204700.853,170018.243,34960.038,29255.697,13413.049,3.301,0.000
4.466667,80.000000,15.863793,13.953123,3.778860,4.008834,5.334360,0.402917,0.000000,205652.673,170855.410,35186.716,29496.136,13732.227,22.132,0.000
4.483333,80.000000,15.864041,13.953796,3.780682,4.011894,5.363892,0.540190,0.000000,206604.508,171692.618,35413.503,29736.760,14053.192,50.677,0.000
4.500000,80.000000,15.864288,13.954464,3.782480,4.014907,5.392920,0.649875,0.000000,207556.358,172529.867,35640.399,29977.565,14375.913,86.536,0.000
4.516667,80.000000,15.864532,13.955126,3.784255,4.017876,5.421459,0.742928,0.000000,208508.223,173367.155,35867.402,30218.550,14700.361,128.434,0.000
4.533333,80.000000,15.864775,13.955783,3.786007,4.020801,5.449520,0.824577,0.000000,209460.102,174204.482,36094.511,30459.712,15026.507,175.548,0.000
4.550000,80.000000,15.865016,13.956434,3.787737,4.023683,5.477118,0.897783,0.000000,210411.996,175041.849,36321.724,30701.049,15354.322,227.293,0.000
4.566667,80.000000,15.865255,13.957080,3.789444,4.026523,5.504264,0.964409,0.000000,211363.904,175879.255,36549.040,30942.556,15683.779,283.221,0.000
4.583333,80.000000,15.865493,13.957720,3.791130,4.029322,5.530969,1.025718,0.000000,212315.827,176716.699,36776.459,31184.233,16014.852,342.980,0.000
4.600000,80.000000,15.865729,13.958355,3.792794,4.032080,5.557245,1.082610,0.000000,213267.764,177554.182,37003.977,31426.077,16347.513,406.278,0.000
4.616667,80.000000,15.865963,13.958985,3.794436,4.034798,5.583103,1.135757,0.000000,214219.715,178391.702,37231.595,31668.085,16681.739,472.873,0.000
4.633333,80.000000,15.866195,13.959609,3.796058,4.037478,5.608552,1.185675,0.000000,215171.679,179229.261,37459.311,31910.255,17017.503,542.556,0.000
4.650000,80.000000,15.866425,13.960227,3.797658,4.040119,5.633602,1.232770,0.000000,216123.658,180066.856,37687.123,32152.584,17354.782,615.146,0.000
4.666667,80.000000,15.866653,13.960840,3.799239,4.042723,5.658259,1.277371,0.000000,217075.651,180904.488,37915.031,32395.071,17693.553,690.484,0.000
4.683333,80.000000,15.866880,13.961447,3.800799,4.045290,5.682519,1.319746,0.000000,218027.657,181742.157,38143.033,32637.713,18033.790,768.429,0.000
4.700000,80.000000,15.867104,13.962049,3.802339,4.047821,5.706375,1.360120,0.000000,218979.676,182579.863,38371.128,32880.507,18375.471,848.855,0.000
4.716667,80.000000,15.867327,13.962645,3.803859,4.050316,5.729814,1.398682,0.000000,219931.709,183417.604,38599.315,33123.453,18718.570,931.647,0.000
4.733333,80.000000,15.867548,13.963236,3.805361,4.052777,5.752830,1.435592,0.000000,220883.756,184255.380,38827.592,33366.547,19063.063,1016.702,0.000
4.750000,80.000000,15.867767,13.963821,3.806843,4.055203,5.775426,1.470990,0.000000,221835.815,185093.192,39055.959,33609.788,19408.924,1103.924,0.000
4.766667,80.000000,15.867984,13.964401,3.808306,4.057597,5.797613,1.504995,0.000000,222787.888,185931.039,39284.414,33853.173,19756.129,1193.227,0.000
4.783333,80.000000,15.868199,13.964975,3.809751,4.059957,5.819405,1.537714,0.000000,223739.974,186768.921,39512.957,34096.701,20104.652,1284.531,0.000
4.800000,80.000000,15.868412,13.965544,3.811178,4.062285,5.840815,1.569240,0.000000,224692.072,187606.837,39741.586,34340.370,20454.471,1377.761,0.000
4.816667,80.000000,15.868624,13.966107,3.812587,4.064581,5.861853,1.599655,0.000000,225644.183,188444.787,39970.299,34584.177,20805.564,1472.849,0.000
4.833333,80.000000,15.868833,13.966665,3.813978,4.066847,5.882531,1.629033,0.000000,226596.307,189282.770,40199.097,34828.121,21157.907,1569.729,0.000
4.850000,80.000000,15.869041,13.967217,3.815352,4.069081,5.902858,1.657441,0.000000,227548.443,190120.787,40427.978,35072.200,21511.481,1668.342,0.000
4.866667,80.000000,15.869247,13.967765,3.816708,4.071286,5.922842,1.684937,0.000000,228500.592,190958.837,40656.940,35316.413,21866.263,1768.632,0.000
4.883333,80.000000,15.869451,13.968306,3.818048,4.073462,5.942492,1.711576,0.000000,229452.753,191796.919,40885.984,35560.756,22222.235,1870.545,0.000
4.900000,80.000000,15.869653,13.968843,3.819371,4.075608,5.961817,1.737406,0.000000,230404.926,192635.034,41115.107,35805.230,22579.375,1974.031,0.000
4.916667,80.000000,15.869853,13.969374,3.820677,4.077727,5.980825,1.762473,0.000000,231357.112,193473.181,41344.309,36049.831,22937.666,2079.043,0.000
4.933333,80.000000,15.870051,13.969900,3.821967,4.079817,5.999523,1.786818,0.000000,232309.309,194311.359,41573.589,36294.558,23297.087,2185.538,0.000
4.950000,80.000000,15.870248,13.970421,3.823242,4.081880,6.017919,1.810477,0.000000,233261.518,195149.569,41802.946,36539.410,23657.621,2293.472,0.000
4.966667,80.000000,15.870442,13.970936,3.824500,4.083916,6.036021,1.833486,0.000000,234213.739,195987.810,42032.379,36784.386,24019.250,2402.805,0.000
4.983333,80.000000,15.870635,13.971447,3.825744,4.085926,6.053836,1.855877,0.000000,235165.971,196826.082,42261.887,37029.482,24381.956,2513.501,0.000
5.000000,80.000000,15.870826,13.971952,3.826972,4.087910,6.071371,1.877680,0.000000,236118.215,197664.384,42491.469,37274.698,24745.722,2625.521,0.000
5.016667,80.000000,15.871015,13.972452,3.828185,4.089868,6.088631,1.898921,0.000000,237070.471,198502.716,42721.125,37520.033,25110.532,2738.832,0.000
5.033333,80.000000,15.871203,13.972947,3.829383,4.091801,6.105625,1.919627,0.000000,238022.737,199341.079,42950.852,37765.484,25476.370,2853.402,0.000
5.050000,80.000000,15.871388,13.973437,3.830566,4.093710,6.122358,1.939821,0.000000,238975.015,200179.470,43180.652,38011.050,25843.219,2969.198,0.000
5.066667,80.000000,15.871572,13.973922,3.831736,4.095594,6.138836,1.959525,0.000000,239927.304,201017.892,43410.521,38256.730,26211.064,3086.191,0.000
5.083333,80.000000,15.871754,13.974402,3.832891,4.097453,6.155065,1.978760,0.000000,240879.604,201856.342,43640.461,38502.523,26579.891,3204.351,0.000
5.100000,80.000000,15.871934,13.974878,3.834032,4.099290,6.171050,1.997547,0.000000,241831.915,202694.820,43870.469,38748.426,26949.683,3323.652,0.000
5.116667,80.000000,15.872112,13.975348,3.835160,4.101102,6.186799,2.015903,0.000000,242784.236,203533.327,44100.545,38994.439,27320.428,3444.067,0.000
5.133333,80.000000,15.872289,13.975814,3.836274,4.102892,6.202314,2.033845,0.226149,243736.568,204371.862,44330.689,39240.560,27692.110,3565.570,6.123
5.150000,80.000000,15.872464,13.976274,3.837375,4.104659,6.217603,2.051388,0.375364,244688.911,205210.425,44560.899,39486.787,28064.716,3688.138,24.529
5.166667,80.000000,15.872637,13.976730,3.838462,4.106403,6.232670,2.068549,0.485658,245641.264,206049.016,44791.175,39733.120,28438.233,3811.746,50.544
5.183333,80.000000,15.872808,13.977182,3.839537,4.108126,6.247519,2.085342,0.575928,246593.627,206887.633,45021.516,39979.557,28812.647,3936.373,82.513
5.200000,80.000000,15.872978,13.977629,3.840599,4.109827,6.262156,2.101779,0.653561,247546.001,207726.278,45251.920,40226.096,29187.946,4061.997,119.489
5.216667,80.000000,15.873146,13.978071,3.841649,4.111506,6.276585,2.117874,0.722310,248498.385,208564.949,45482.388,40472.737,29564.116,4188.596,160.837
5.233333,80.000000,15.873312,13.978508,3.842686,4.113164,6.290811,2.133634,0.784375,249450.779,209403.647,45712.919,40719.478,29941.146,4316.151,206.098
5.250000,80.000000,0.000000,13.978941,3.843711,4.114802,6.304837,2.149047,0.841175,250000.000,210242.370,45943.511,40966.318,30319.024,4444.641,254.916
5.266667,80.000000,0.000000,13.982279,3.844723,4.116419,6.318669,2.164075,0.893682,250000.000,211081.141,46174.165,41213.256,30697.737,4574.044,307.008
5.283333,80.000000,0.000000,14.145913,3.845724,4.118016,6.332310,2.178679,0.942602,250000.000,211923.550,46404.879,41460.290,31077.274,4704.336,362.137
5.300000,80.000000,0.000000,14.368303,3.846713,4.119593,6.345764,2.192856,0.988464,250000.000,212779.888,46635.653,41707.419,31457.624,4835.491,420.106
5.316667,80.000000,0.000000,14.484303,3.847691,4.121150,6.359035,2.206641,1.031678,250000.000,213645.727,46866.485,41954.642,31838.775,4967.485,480.745
5.333333,80.000000,0.000000,14.580576,3.848657,4.122688,6.372127,2.220077,1.072567,250000.000,214517.768,47097.376,42201.958,32220.718,5100.295,543.903
5.350000,80.000000,0.000000,14.668823,3.849611,4.124208,6.385044,2.233193,1.111396,250000.000,215395.330,47328.325,42449.366,32603.440,5233.901,609.451
5.366667,80.000000,0.000000,14.750418,3.850555,4.125708,6.397790,2.246010,1.148381,250000.000,216277.979,47559.330,42696.864,32986.932,5368.285,677.272
5.383333,80.000000,0.000000,14.826190,3.851520,4.127190,6.410369,2.258542,1.183703,250000.000,217165.343,47790.393,42944.452,33371.184,5503.429,747.260
5.400000,80.000000,0.000000,14.896758,3.852915,4.128654,6.422782,2.270800,1.217515,250000.000,218057.091,48021.522,43192.128,33756.186,5639.317,819.321
5.416667,80.000000,0.000000,14.962595,3.856382,4.130100,6.435033,2.282797,1.249948,250000.000,218952.927,48252.786,43439.892,34141.927,5775.932,893.367
5.433333,80.000000,0.000000,15.024085,3.863611,4.131529,6.447125,2.294542,1.281115,250000.000,219852.579,48484.370,43687.741,34528.399,5913.259,969.321
5.450000,80.000000,0.000000,15.081587,3.873462,4.132940,6.459061,2.306045,1.311114,250000.000,220755.797,48716.481,43935.676,34915.591,6051.284,1047.108
5.466667,80.000000,0.000000,15.135461,3.883751,4.134336,6.470843,2.317315,1.340032,250000.000,221662.353,48949.203,44183.695,35303.495,6189.992,1126.662
5.483333,80.000000,0.000000,15.186045,3.893866,4.135746,6.482473,2.328361,1.367946,250000.000,222572.039,49182.537,44431.798,35692.101,6329.368,1207.921
5.500000,80.000000,0.000000,15.233644,3.904003,4.137321,6.493952,2.339190,1.394923,250000.000,223484.668,49416.478,44679.989,36081.400,6469.401,1290.825
5.516667,80.000000,0.000000,15.278524,3.914272,4.139479,6.505280,2.349811,1.421024,250000.000,224400.068,49651.031,44928.290,36471.384,6610.078,1375.320
5.533333,80.000000,0.000000,15.320923,3.924655,4.142724,6.516457,2.360230,1.446304,250000.000,225318.084,49886.203,45176.752,36862.042,6751.385,1461.357
5.550000,80.000000,0.000000,15.361048,3.935108,4.147142,6.527483,2.370454,1.470811,250000.000,226238.575,50122.001,45425.445,37253.367,6893.312,1548.886
5.566667,80.000000,0.000000,15.399085,3.945589,4.152327,6.538359,2.380490,1.494591,250000.000,227161.408,50358.427,45674.429,37645.348,7035.846,1637.864
5.583333,80.000000,0.000000,15.435203,3.956062,4.157872,6.549086,2.390343,1.517683,250000.000,228086.463,50595.482,45923.736,38037.977,7178.977,1728.247
5.600000,80.000000,0.000000,15.469556,3.966496,4.163630,6.559669,2.400019,1.540125,250000.000,229013.632,50833.164,46173.383,38431.246,7322.694,1819.995
5.616667,80.000000,0.000000,15.502289,3.976866,4.169600,6.570107,2.409523,1.561950,250000.000,229942.811,51071.471,46423.382,38825.145,7466.985,1913.072
5.633333,80.000000,0.000000,15.533534,3.987150,4.175788,6.580405,2.418862,1.583189,250000.000,230873.909,51310.397,46673.746,39219.666,7611.842,2007.439
5.650000,80.000000,0.000000,15.563397,3.997329,4.182179,6.590565,2.428039,1.603869,250000.000,231806.838,51549.937,46924.487,39614.801,7757.255,2103.064
5.666667,80.000000,0.000000,15.591954,4.007387,4.188752,6.600588,2.437058,1.624017,250000.000,232741.520,51790.084,47175.617,40010.542,7903.213,2199.913
5.683333,80.000000,0.000000,15.619253,4.017311,4.195483,6.610481,2.445926,1.643657,250000.000,233677.876,52030.831,47427.147,40406.879,8049.708,2297.956
5.700000,80.000000,0.000000,15.645328,4.027092,4.202351,6.620255,2.454645,1.662809,250000.000,234615.832,52272.168,47679.085,40803.807,8196.730,2397.162
5.716667,80.000000,0.000000,15.670219,4.036722,4.209337,6.629951,2.463221,1.681494,250000.000,235555.317,52514.088,47931.438,41201.318,8344.271,2497.502
5.733333,80.000000,0.000000,15.693975,4.046197,4.216421,6.639663,2.471656,1.699729,250000.000,236496.260,52756.581,48184.214,41599.411,8492.322,2598.951
5.750000,80.000000,0.000000,15.716654,4.055514,4.223587,6.649549,2.479954,1.717531,250000.000,237438.595,52999.638,48437.417,41998.091,8640.875,2701.479
5.766667,80.000000,0.000000,15.738313,4.064672,4.230820,6.659795,2.488120,1.734914,250000.000,238382.260,53243.249,48691.053,42397.374,8789.922,2805.063
5.783333,80.000000,0.000000,15.759009,4.073671,4.238105,6.670537,2.496156,1.751893,250000.000,239327.195,53487.405,48945.124,42797.287,8939.455,2909.678
5.800000,80.000000,0.000000,15.778792,4.082510,4.245430,6.681819,2.504065,1.768480,250000.000,240273.343,53732.095,49199.634,43197.860,9089.466,3015.300
5.816667,80.000000,0.000000,15.797709,4.091188,4.252782,6.693606,2.511851,1.784688,250000.000,241220.652,53977.311,49454.584,43599.127,9239.948,3121.905
5.833333,80.000000,0.000000,15.815805,4.099705,4.260152,6.705846,2.519517,1.800528,250000.000,242169.070,54223.043,49709.975,44001.114,9390.894,3229.471
5.850000,80.000000,0.000000,15.833122,4.108059,4.267529,6.718502,2.527066,1.816010,250000.000,243118.551,54469.281,49965.809,44403.849,9542.296,3337.976
5.866667,80.000000,0.000000,15.849700,4.116250,4.274905,6.731560,2.534502,1.831145,250000.000,244069.047,54716.015,50222.086,44807.355,9694.147,3447.400
