time_h,depth_0_m,depth_71_m,depth_89_m,depth_194_m,depth_287_m,depth_383_m,depth_456_m,water_level_0_m,water_level_71_m,water_level_89_m,water_level_194_m,water_level_287_m,water_level_383_m,water_level_456_m
4.900000,1.940710,1.722521,1.501888,1.785003,1.142797,0.635539,0.045040,95.572710,94.165607,93.802051,92.417003,91.674797,90.653908,89.307040
4.916667,1.940711,1.722546,1.501944,1.786062,1.145205,0.647163,0.045030,95.572711,94.165631,93.802108,92.418062,91.677205,90.665533,89.307030
4.933333,1.940713,1.722570,1.502000,1.787108,1.147581,0.658456,0.045021,95.572713,94.165655,93.802163,92.419108,91.679581,90.676825,89.307021
4.950000,1.940714,1.722593,1.502056,1.788141,1.149926,0.669435,0.045012,95.572714,94.165679,93.802219,92.420141,91.681926,90.687805,89.307012
4.966667,1.940715,1.722617,1.502110,1.789161,1.152241,0.680118,0.045003,95.572715,94.165703,93.802273,92.421161,91.684241,90.698488,89.307003
4.983333,1.940716,1.722640,1.502165,1.790168,1.154525,0.690520,0.044994,95.572716,94.165726,93.802328,92.422168,91.686525,90.708889,89.306994
5.000000,1.940717,1.722663,1.502218,1.791163,1.156781,0.700654,0.044985,95.572717,94.165749,93.802381,92.423163,91.688781,90.719023,89.306985
5.016667,1.940719,1.722686,1.502271,1.792145,1.159008,0.710534,0.044976,95.572719,94.165772,93.802435,92.424145,91.691008,90.728904,89.306976
5.033333,1.940720,1.722709,1.502324,1.793115,1.161206,0.720173,0.044967,95.572720,94.165795,93.802487,92.425115,91.693206,90.738543,89.306967
5.050000,1.940721,1.722732,1.502376,1.794074,1.163377,0.729581,0.044959,95.572721,94.165817,93.802539,92.426074,91.695377,90.747950,89.306959
5.066667,1.940722,1.722754,1.502428,1.795020,1.165520,0.738769,0.044950,95.572722,94.165840,93.802591,92.427020,91.697520,90.757138,89.306950
5.083333,1.940723,1.722776,1.502479,1.795955,1.167637,0.747746,0.044942,95.572723,94.165862,93.802642,92.427955,91.699637,90.766115,89.306942
5.100000,1.940724,1.722798,1.502529,1.796878,1.169727,0.756521,0.044934,95.572724,94.165883,93.802692,92.428878,91.701727,90.774891,89.306934
5.116667,1.940726,1.722819,1.502579,1.797790,1.171792,0.765104,0.044926,95.572726,94.165905,93.802742,92.429790,91.703792,90.783473,89.306926
5.133333,1.940727,1.722841,1.502629,1.798690,1.173832,0.770923,0.044918,95.572727,94.165926,93.802792,92.430690,91.705832,90.789292,89.306918
5.150000,1.940728,1.722862,1.502678,1.799580,1.175846,0.776293,0.044910,95.572728,94.165948,93.802841,92.431580,91.707846,90.794662,89.306910
5.166667,1.940729,1.722883,1.502726,1.800459,1.177837,0.782021,0.044902,95.572729,94.165969,93.802889,92.432459,91.709837,90.800390,89.306902
5.183333,1.940730,1.722904,1.502774,1.801327,1.179803,0.787821,0.044894,95.572730,94.165989,93.802937,92.433327,91.711803,90.806190,89.306894
5.200000,1.940731,1.722924,1.502822,1.802184,1.181746,0.793610,0.044886,95.572731,94.166010,93.802985,92.434184,91.713746,90.811980,89.306886
5.216667,1.940732,1.722944,1.502869,1.803031,1.183666,0.799355,0.044879,95.572732,94.166030,93.803032,92.435031,91.715666,90.817725,89.306879
5.233333,1.940733,1.722965,1.502915,1.803867,1.185563,0.805041,0.044871,95.572733,94.166050,93.803078,92.435867,91.717563,90.823410,89.306871
5.250000,1.940734,1.857805,1.502961,1.804694,1.187437,0.810659,0.044864,95.572734,94.300891,93.803124,92.436694,91.719437,90.829028,89.306864
5.266667,1.940735,1.893147,1.503316,1.805510,1.189290,0.816205,0.044857,95.572735,94.336232,93.803479,92.437510,91.721290,90.834574,89.306857
5.283333,1.940736,1.906845,1.520820,1.806317,1.191121,0.821677,0.044849,95.572736,94.349931,93.820983,92.438317,91.723121,90.840046,89.306849
5.300000,1.940737,1.918626,1.544940,1.807114,1.192931,0.827074,0.044842,95.572737,94.361712,93.845103,92.439114,91.724931,90.845443,89.306842
5.316667,1.940738,1.929163,1.557672,1.807901,1.194720,0.832396,0.044835,95.572738,94.372249,93.857835,92.439901,91.726720,90.850765,89.306835
5.333333,1.940739,1.938643,1.568317,1.808679,1.196489,0.837643,0.044828,95.572739,94.381729,93.868480,92.440679,91.728489,90.856012,89.306828
5.350000,1.940740,1.947090,1.578137,1.809448,1.198238,0.842816,0.044821,95.572740,94.390176,93.878301,92.441448,91.730238,90.861185,89.306821
5.366667,1.940741,1.954586,1.587271,1.810207,1.199967,0.847915,0.044815,95.572741,94.397672,93.887434,92.442207,91.731967,90.866285,89.306815
5.383333,1.940742,1.961370,1.595798,1.810957,1.201676,0.852942,0.044808,95.572742,94.404456,93.895962,92.442957,91.733676,90.871312,89.306808
5.400000,1.940743,1.967633,1.603780,1.811699,1.203367,0.857898,0.044802,95.572743,94.410719,93.903943,92.443699,91.735367,90.876268,89.306802
5.416667,1.940745,1.973470,1.611261,1.812431,1.205038,0.862784,0.044795,95.572745,94.416556,93.911424,92.444431,91.737038,90.881153,89.306795
5.433333,1.940759,1.978933,1.618278,1.813155,1.206691,0.867601,0.044789,95.572759,94.422018,93.918441,92.445155,91.738691,90.885970,89.306789
5.450000,1.940832,1.984061,1.624867,1.813871,1.208326,0.872350,0.044782,95.572832,94.427147,93.925030,92.445871,91.740326,90.890719,89.306782
5.466667,1.941079,1.988890,1.631063,1.814579,1.209943,0.877032,0.044776,95.573079,94.431975,93.931226,92.446579,91.741943,90.895402,89.306776
5.483333,1.941628,1.993444,1.636900,1.815294,1.211542,0.881650,0.044771,95.573628,94.436530,93.937064,92.447294,91.743542,90.900019,89.306771
5.500000,1.942484,1.997747,1.642412,1.816094,1.213123,0.886203,0.044765,95.574484,94.440833,93.942575,92.448094,91.745123,90.904573,89.306765
5.516667,1.943488,2.001818,1.647624,1.817189,1.214685,0.890694,0.044760,95.575488,94.444904,93.947787,92.449189,91.746685,90.909064,89.306760
5.533333,1.944458,2.005674,1.652563,1.818838,1.216230,0.895124,0.044756,95.576458,94.448760,93.952726,92.450838,91.748230,90.913493,89.306756
5.550000,1.945307,2.009333,1.657249,1.821084,1.217756,0.899492,0.044753,95.577307,94.452419,93.957412,92.453084,91.749756,90.917862,89.306753
5.566667,1.946045,2.012812,1.661703,1.823724,1.219265,0.903802,0.044754,95.578045,94.455898,93.961866,92.455724,91.751265,90.922172,89.306754
5.583333,1.946705,2.016129,1.665943,1.826551,1.220755,0.908054,0.044760,95.578705,94.459215,93.966106,92.458551,91.752755,90.926424,89.306760
5.600000,1.947313,2.019298,1.669984,1.829490,1.222227,0.912249,0.044778,95.579313,94.462384,93.970147,92.461490,91.754227,90.930618,89.306778
5.616667,1.947882,2.022329,1.673844,1.832542,1.223682,0.916388,0.044821,95.579882,94.465415,93.974007,92.464542,91.755682,90.934757,89.306821
5.633333,1.948417,2.025229,1.677536,1.835710,1.225119,0.920472,0.044916,95.580417,94.468315,93.977699,92.467710,91.757119,90.938841,89.306916
5.650000,1.948923,2.027996,1.681071,1.838987,1.226539,0.924501,0.045123,95.580923,94.471082,93.981234,92.470987,91.758539,90.942871,89.307123
5.666667,1.949401,2.030633,1.684458,1.842362,1.227942,0.928478,0.045576,95.581401,94.473719,93.984621,92.474362,91.759942,90.946847,89.307576
5.683333,1.949855,2.033141,1.687702,1.845824,1.229329,0.932402,0.046567,95.581855,94.476226,93.987865,92.477824,91.761329,90.950772,89.308567
5.700000,1.950285,2.035525,1.690806,1.849362,1.230702,0.936275,0.048714,95.582285,94.478611,93.990969,92.481362,91.762702,90.954644,89.310714
5.716667,1.950694,2.037793,1.693774,1.852967,1.232066,0.940096,0.053221,95.582694,94.480879,93.993937,92.484967,91.764066,90.958466,89.315221
5.733333,1.951082,2.039951,1.696611,1.856628,1.233434,0.943867,0.062062,95.583082,94.483037,93.996774,92.488628,91.765434,90.962237,89.324062
5.750000,1.951451,2.042006,1.699323,1.860339,1.234828,0.947588,0.077594,95.583451,94.485091,93.999486,92.492339,91.766828,90.965957,89.339594
5.766667,1.951802,2.043963,1.701917,1.864090,1.236275,0.951259,0.101185,95.583802,94.487049,94.002080,92.496090,91.768275,90.969628,89.363185
5.783333,1.952136,2.045828,1.704399,1.867875,1.237795,0.954880,0.131865,95.584136,94.488914,94.004562,92.499875,91.769795,90.973249,89.393865
5.800000,1.952453,2.047606,1.706775,1.871687,1.239394,0.958452,0.166593,95.584453,94.490692,94.006938,92.503687,91.771394,90.976821,89.428593
5.816667,1.952755,2.049302,1.709049,1.875520,1.241068,0.961975,0.202052,95.584755,94.492388,94.009213,92.507520,91.773068,90.980344,89.464052
5.833333,1.953041,2.050921,1.711228,1.879368,1.242809,0.965449,0.235985,95.585041,94.494006,94.011391,92.511368,91.774809,90.983818,89.497985
5.850000,1.953314,2.052465,1.713315,1.883228,1.244612,0.968874,0.267332,95.585314,94.495551,94.013478,92.515228,91.776612,90.987244,89.529332
5.866667,1.953574,2.053939,1.715315,1.887093,1.246476,0.972251,0.295821,95.585574,94.497025,94.015478,92.519093,91.778476,90.990621,89.557821
5.883333,1.953821,2.055347,1.717232,1.890960,1.248400,0.975580,0.321568,95.585821,94.498433,94.017395,92.522960,91.780400,90.993950,89.583568
5.900000,1.954057,2.056692,1.719070,1.894826,1.250384,0.978861,0.344841,95.586057,94.499778,94.019234,92.526826,91.782384,90.997231,89.606841
5.916667,1.954281,2.057978,1.720834,1.898686,1.252426,0.982094,0.365937,95.586281,94.501063,94.020997,92.530686,91.784426,91.000464,89.627937
5.933333,1.954494,2.059206,1.722526,1.902538,1.254526,0.985280,0.385138,95.586494,94.502292,94.022689,92.534538,91.786526,91.003650,89.647138
5.950000,1.954698,2.060381,1.724150,1.906377,1.256681,0.988419,0.402691,95.586698,94.503467,94.024313,92.538377,91.788681,91.006789,89.664691
5.966667,1.954891,2.061505,1.725709,1.910200,1.258891,0.991512,0.418807,95.586891,94.504591,94.025872,92.542200,91.790891,91.009881,89.680807
5.983333,1.955076,2.062580,1.727207,1.914005,1.261153,0.994559,0.433669,95.587076,94.505666,94.027370,92.546005,91.793153,91.012928,89.695669
6.000000,1.955252,2.063609,1.728645,1.917788,1.263466,0.997561,0.447428,95.587252,94.506695,94.028808,92.549788,91.795466,91.015931,89.709428
6.016667,1.955420,2.064594,1.730028,1.921548,1.265828,1.000521,0.460213,95.587420,94.507680,94.030191,92.553548,91.797828,91.018891,89.722213
6.033333,1.955580,2.065538,1.731357,1.925283,1.268236,1.003441,0.472134,95.587580,94.508623,94.031520,92.557283,91.800236,91.021811,89.734134
6.050000,1.955733,2.066442,1.732635,1.928990,1.270690,1.006324,0.483285,95.587733,94.509527,94.032798,92.560990,91.802690,91.024694,89.745285
6.066667,1.955879,2.067308,1.733864,1.932668,1.273186,1.009172,0.493745,95.587879,94.510394,94.034028,92.564668,91.805186,91.027542,89.755745
6.083333,1.956018,2.068138,1.735048,1.936316,1.275723,1.011989,0.503583,95.588018,94.511224,94.035211,92.568316,91.807723,91.030359,89.765583
6.100000,1.956151,2.068934,1.736186,1.939931,1.278299,1.014777,0.512860,95.588151,94.512020,94.036350,92.571931,91.810299,91.033146,89.774860
6.116667,1.956278,2.069698,1.737283,1.943513,1.280911,1.017537,0.521627,95.588278,94.512784,94.037446,92.575513,91.812911,91.035907,89.783627
6.133333,1.956399,2.070431,1.738340,1.947060,1.283558,1.020273,0.529930,95.588399,94.513517,94.038503,92.579060,91.815558,91.038642,89.791930
6.150000,1.956515,2.071135,1.739358,1.950571,1.286238,1.022986,0.537809,95.588515,94.514221,94.039521,92.582571,91.818238,91.041355,89.799809
6.166667,1.956625,2.071810,1.740339,1.954046,1.288948,1.025677,0.545300,95.588625,94.514896,94.040502,92.586046,91.820948,91.044047,89.807300
6.183333,1.956731,2.072459,1.741285,1.957484,1.291687,1.028350,0.552432,95.588731,94.515545,94.041448,92.589484,91.823687,91.046720,89.814432
6.200000,1.956832,2.073083,1.742198,1.960884,1.294451,1.031006,0.559235,95.588832,94.516169,94.042361,92.592884,91.826451,91.049376,89.821235
6.216667,1.956929,2.073682,1.743079,1.964245,1.297240,1.033647,0.565733,95.588929,94.516768,94.043242,92.596245,91.829240,91.052016,89.827733
6.233333,1.957022,2.074258,1.743929,1.967568,1.300052,1.036273,0.571949,95.589022,94.517344,94.044092,92.599568,91.832052,91.054643,89.833949
6.250000,1.957110,2.074813,1.744750,1.970851,1.302883,1.038888,0.577901,95.589110,94.517899,94.044913,92.602851,91.834883,91.057258,89.839901
6.266667,1.957195,2.075346,1.745543,1.974094,1.305732,1.041493,0.583610,95.589195,94.518432,94.045706,92.606094,91.837732,91.059863,89.845610
6.283333,1.957276,2.075859,1.746309,1.977308,1.308598,1.044089,0.589091,95.589276,94.518945,94.046473,92.609308,91.840598,91.062458,89.851091
6.300000,1.957354,2.076354,1.747050,1.980946,1.311478,1.046677,0.594360,95.589354,94.519439,94.047213,92.612946,91.843478,91.065047,89.856360
6.316667,1.957429,2.076830,1.747767,1.986744,1.314371,1.049259,0.599429,95.589429,94.519916,94.047930,92.618744,91.846371,91.067628,89.861429
6.333333,1.957500,2.077289,1.748460,1.993679,1.317275,1.051836,0.604313,95.589500,94.520374,94.048623,92.625679,91.849275,91.070205,89.866313
6.350000,1.957569,2.077731,1.749130,1.999414,1.320187,1.054409,0.609022,95.589569,94.520816,94.049294,92.631414,91.852187,91.072778,89.871022
6.366667,1.957635,2.078157,1.749780,2.004349,1.323107,1.056979,0.613568,95.589635,94.521243,94.049943,92.636349,91.855107,91.075348,89.875568
6.383333,1.957698,2.078568,1.750411,2.009074,1.326033,1.059547,0.617960,95.589698,94.521654,94.050574,92.641074,91.858033,91.077916,89.879960
6.400000,1.957758,2.078965,1.751035,2.013708,1.328963,1.062114,0.622209,95.589758,94.522051,94.051198,92.645708,91.860963,91.080483,89.884209
6.416667,1.957816,2.079348,1.751680,2.018264,1.331896,1.064681,0.626322,95.589816,94.522434,94.051843,92.650264,91.863896,91.083050,89.888322
6.433333,1.957872,2.079718,1.752387,2.022744,1.334829,1.067248,0.630309,95.589872,94.522804,94.052550,92.654744,91.866829,91.085617,89.892309
6.450000,1.957925,2.080077,1.753166,2.027149,1.337763,1.069816,0.634176,95.589925,94.523163,94.053330,92.659149,91.869763,91.088185,89.896176
6.466667,1.957977,2.080430,1.753990,2.031482,1.340695,1.072385,0.637931,95.589977,94.523516,94.054153,92.663482,91.872695,91.090755,89.899931
6.483333,1.958026,2.080784,1.754812,2.035746,1.343629,1.074957,0.641582,95.590026,94.523870,94.054975,92.667746,91.875629,91.093326,89.903582
6.500000,1.958074,2.081149,1.755604,2.039940,1.346581,1.077531,0.645133,95.590074,94.524234,94.055767,92.671940,91.878581,91.095901,89.907133
6.516667,1.958120,2.081528,1.756361,2.044067,1.349610,1.080108,0.648592,95.590120,94.524613,94.056525,92.676067,91.881610,91.098477,89.910592
6.533333,1.958164,2.081916,1.757091,2.048127,1.352792,1.082688,0.651964,95.590164,94.525002,94.057254,92.680127,91.884792,91.101057,89.913964
6.550000,1.958206,2.082306,1.757798,2.052120,1.356154,1.085271,0.655254,95.590206,94.525391,94.057961,92.684120,91.888154,91.103641,89.917254
6.566667,1.958247,2.082688,1.758486,2.056048,1.359635,1.087858,0.658467,95.590247,94.525774,94.058649,92.688048,91.891635,91.106227,89.920467
6.583333,1.958286,2.083060,1.759157,2.059909,1.363149,1.090448,0.661609,95.590286,94.526146,94.059321,92.691909,91.895149,91.108818,89.923609
6.600000,1.958324,2.083422,1.759813,2.063706,1.366660,1.093042,0.664683,95.590324,94.526508,94.059976,92.695706,91.898660,91.111412,89.926683
6.616667,1.958360,2.083775,1.760452,2.067439,1.370168,1.095640,0.667695,95.590360,94.526860,94.060615,92.699439,91.902168,91.114010,89.929695
6.633333,1.958395,2.084119,1.761077,2.071110,1.373681,1.098241,0.670648,95.590395,94.527205,94.061240,92.703110,91.905681,91.116611,89.932648
6.650000,1.958429,2.084456,1.761687,2.074720,1.377205,1.100846,0.673546,95.590429,94.527542,94.061850,92.706720,91.909205,91.119216,89.935546
6.666667,1.958462,2.084786,1.762283,2.078270,1.380739,1.103455,0.676392,95.590462,94.527872,94.062446,92.710270,91.912739,91.121824,89.938392
6.683333,1.958493,2.085108,1.762865,2.081762,1.384280,1.106067,0.679191,95.590493,94.528194,94.063028,92.713762,91.916280,91.124436,89.941191
6.700000,1.958524,2.085424,1.763434,2.085198,1.387826,1.108682,0.681945,95.590524,94.528510,94.063598,92.717198,91.919826,91.127051,89.943945
6.716667,1.958555,2.085733,1.763991,2.088578,1.391375,1.111300,0.684657,95.590555,94.528818,94.064154,92.720578,91.923375,91.129669,89.946657
6.733333,1.958585,2.086035,1.764535,2.091903,1.394923,1.113921,0.687330,95.590585,94.529121,94.064698,92.723903,91.926923,91.132291,89.949330
6.750000,1.958615,2.086331,1.765067,2.095175,1.398469,1.116547,0.689968,95.590615,94.529416,94.065230,92.727175,91.930469,91.134917,89.951968
6.766667,1.958646,2.086620,1.765588,2.098394,1.402011,1.119181,0.692572,95.590646,94.529706,94.065751,92.730394,91.934011,91.137550,89.954572
6.783333,1.958676,2.086904,1.766098,2.101562,1.405547,1.121826,0.695146,95.590676,94.529989,94.066261,92.733562,91.937547,91.140196,89.957146
6.800000,1.958706,2.087181,1.766598,2.104680,1.409074,1.124489,0.697690,95.590706,94.530267,94.066761,92.736680,91.941074,91.142858,89.959690
6.816667,1.958736,2.087453,1.767087,2.107748,1.412590,1.127171,0.700209,95.590736,94.530539,94.067250,92.739748,91.944590,91.145541,89.962209
6.833333,1.958765,2.087720,1.863474,2.110767,1.416095,1.129875,0.702702,95.590765,94.530805,94.163637,92.742767,91.948095,91.148244,89.964702
6.850000,1.958794,2.087981,1.935745,2.113739,1.419586,1.132597,0.705174,95.590794,94.531066,94.235908,92.745739,91.951586,91.150967,89.967174
6.866667,1.958822,2.088348,1.949438,2.116663,1.423063,1.135338,0.707624,95.590822,94.531433,94.249601,92.748663,91.955063,91.153707,89.969624
6.883333,1.958850,2.092683,1.961437,2.119541,1.426524,1.138095,0.710055,95.590850,94.535769,94.261601,92.751541,91.958524,91.156465,89.972055
6.900000,1.958877,2.108689,1.972267,2.122374,1.429967,1.140868,0.712469,95.590877,94.551775,94.272430,92.754374,91.961967,91.159238,89.974469
6.916667,1.958904,2.125578,1.982144,2.125161,1.433392,1.143658,0.714866,95.590904,94.568664,94.282307,92.757161,91.965392,91.162027,89.976866
6.933333,1.958930,2.135717,1.991217,2.127905,1.436797,1.146463,0.717249,95.590930,94.578803,94.291380,92.759905,91.968797,91.164832,89.979249
6.950000,1.958956,2.142615,1.999587,2.130606,1.440183,1.149283,0.719618,95.590956,94.585701,94.299750,92.762606,91.972183,91.167653,89.981618
6.966667,1.958981,2.148579,2.007318,2.133264,1.443547,1.152118,0.721974,95.590981,94.591665,94.307481,92.765264,91.975547,91.170488,89.983974
6.983333,1.959005,2.154119,2.014465,2.135881,1.446890,1.154968,0.724320,95.591005,94.597205,94.314628,92.767881,91.978890,91.173337,89.986320
7.000000,1.959030,2.159328,2.021096,2.138459,1.450210,1.157831,0.726655,95.591030,94.602414,94.321259,92.770459,91.982210,91.176201,89.988655
7.016667,1.959053,2.164237,2.027279,2.141024,1.453506,1.160707,0.728982,95.591053,94.607323,94.327442,92.773024,91.985506,91.179077,89.990982
7.033333,1.959077,2.168870,2.033070,2.143811,1.456779,1.163596,0.731302,95.591077,94.611956,94.333234,92.775811,91.988779,91.181966,89.993302
7.050000,1.959100,2.173249,2.038517,2.147548,1.460028,1.166497,0.733616,95.591100,94.616334,94.338681,92.779548,91.992028,91.184866,89.995616
7.066667,1.959130,2.177397,2.043661,2.152872,1.463251,1.169408,0.735926,95.591130,94.620483,94.343824,92.784872,91.995251,91.187777,89.997926
7.083333,1.959189,2.181338,2.048536,2.159235,1.466450,1.172329,0.738232,95.591189,94.624424,94.348699,92.791235,91.998450,91.190699,90.000232
7.100000,1.959335,2.185091,2.053170,2.165634,1.469622,1.175260,0.740537,95.591335,94.628176,94.353333,92.797634,92.001622,91.193630,90.002537
7.116667,1.959649,2.188672,2.057587,2.171765,1.472769,1.178199,0.742841,95.591649,94.631757,94.357750,92.803765,92.004769,91.196569,90.004841
7.133333,1.960167,2.192096,2.061805,2.177769,1.475890,1.181146,0.745146,95.592167,94.635182,94.361968,92.809769,92.007890,91.199516,90.007146
7.150000,1.960836,2.195377,2.065840,2.183760,1.478984,1.184100,0.747452,95.592836,94.638463,94.366003,92.815760,92.010984,91.202469,90.009452
7.166667,1.961548,2.198525,2.069707,2.189766,1.482051,1.187059,0.749761,95.593548,94.641611,94.369870,92.821766,92.014051,91.205429,90.011761
7.183333,1.962218,2.201552,2.073418,2.195782,1.485092,1.190024,0.752073,95.594218,94.644637,94.373581,92.827782,92.017092,91.208394,90.014073
7.200000,1.962821,2.204465,2.076985,2.201801,1.488106,1.192993,0.754389,95.594821,94.647551,94.377148,92.833801,92.020106,91.211363,90.016389
7.216667,1.963369,2.207275,2.080420,2.207814,1.491100,1.195965,0.756709,95.595369,94.650361,94.380583,92.839814,92.023100,91.214335,90.018709
7.233333,1.963879,2.209990,2.083732,2.213815,1.494098,1.198940,0.759035,95.595879,94.653076,94.383895,92.845815,92.026098,91.217310,90.021035
7.250000,1.964366,2.212618,2.086931,2.219795,1.497157,1.201917,0.761367,95.596366,94.655703,94.387094,92.851795,92.029157,91.220286,90.023367
7.266667,1.964833,2.215160,2.090025,2.225750,1.500366,1.204894,0.763706,95.596833,94.658246,94.390188,92.857750,92.032366,91.223264,90.025706
7.283333,1.965282,2.217618,2.093022,2.231674,1.503791,1.207872,0.766051,95.597282,94.660704,94.393185,92.863674,92.035791,91.226241,90.028051
7.300000,1.965715,2.219991,2.095927,2.237564,1.507430,1.210848,0.768403,95.597715,94.663077,94.396090,92.869564,92.039430,91.229218,90.030403
7.316667,1.966131,2.222279,2.098741,2.243415,1.511223,1.213823,0.770762,95.598131,94.665365,94.398904,92.875415,92.043223,91.232193,90.032762
7.333333,1.966531,2.224485,2.101466,2.249224,1.515114,1.216796,0.773129,95.598531,94.667571,94.401630,92.881224,92.047114,91.235166,90.035129
7.350000,1.966917,2.226611,2.104104,2.254988,1.519075,1.219766,0.775504,95.598917,94.669697,94.404267,92.886988,92.051075,91.238135,90.037504
7.366667,1.967288,2.228662,2.106656,2.260706,1.523103,1.222731,0.777886,95.599288,94.671748,94.406819,92.892706,92.055103,91.241101,90.039886
7.383333,1.967645,2.230643,2.109124,2.266373,1.527198,1.225692,0.780276,95.599645,94.673728,94.409287,92.898373,92.059198,91.244062,90.042276
7.400000,1.967988,2.232555,2.111514,2.271990,1.531359,1.228648,0.782673,95.599988,94.675641,94.411677,92.903990,92.063359,91.247017,90.044673
7.416667,1.968320,2.234404,2.113828,2.277554,1.535583,1.231597,0.785078,95.600320,94.677489,94.413991,92.909554,92.067583,91.249967,90.047078
7.433333,1.968639,2.236190,2.116069,2.283063,1.539865,1.234540,0.787491,95.600639,94.679276,94.416232,92.915063,92.071865,91.252910,90.049491
7.450000,1.968947,2.237918,2.118241,2.288517,1.544201,1.237476,0.789910,95.600947,94.681003,94.418404,92.920517,92.076201,91.255846,90.051910
7.466667,1.969243,2.239589,2.120347,2.293916,1.548586,1.240407,0.792336,95.601243,94.682674,94.420510,92.925916,92.080586,91.258776,90.054336
7.483333,1.969529,2.241205,2.122390,2.299258,1.553017,1.243335,0.794769,95.601529,94.684291,94.422553,92.931258,92.085017,91.261704,90.056769
7.500000,1.969805,2.242771,2.124371,2.304597,1.557488,1.246267,0.797207,95.601805,94.685856,94.424534,92.936597,92.089488,91.264636,90.059207
7.516667,1.970071,2.244286,2.126294,2.309898,1.561997,1.249211,0.799652,95.602071,94.687372,94.426457,92.941898,92.093997,91.267580,90.061652
7.533333,1.970328,2.245754,2.128161,2.315145,1.566538,1.252175,0.802102,95.602328,94.688840,94.428325,92.947145,92.098538,91.270545,90.064102
7.550000,1.970576,2.247176,2.129975,2.320335,1.571109,1.255167,0.804557,95.602576,94.690262,94.430138,92.952335,92.103109,91.273536,90.066557
7.566667,1.970816,2.248555,2.131737,2.325469,1.575706,1.258187,0.807017,95.602816,94.691640,94.431900,92.957469,92.107706,91.276557,90.069017
7.583333,1.971048,2.249892,2.133449,2.330544,1.580325,1.261238,0.809480,95.603048,94.692977,94.433612,92.962544,92.112325,91.279607,90.071480
7.600000,1.971272,2.251188,2.135114,2.335561,1.584963,1.264318,0.811947,95.603272,94.694274,94.435277,92.967561,92.116963,91.282687,90.073947
7.616667,1.971488,2.252447,2.136734,2.340518,1.589617,1.267428,0.814417,95.603488,94.695533,94.436897,92.972518,92.121617,91.285797,90.076417
7.633333,1.971697,2.253668,2.138309,2.345415,1.594283,1.270569,0.816889,95.603697,94.696754,94.438472,92.977415,92.126283,91.288938,90.078889
7.650000,1.971900,2.254855,2.139843,2.386748,1.598960,1.273741,0.819363,95.603900,94.697940,94.440006,93.018748,92.130960,91.292110,90.081363
7.666667,1.972096,2.256007,2.141336,2.397390,1.603644,1.276945,0.821839,95.604096,94.699093,94.441499,93.029390,92.135644,91.295315,90.083839
7.683333,1.972286,2.257127,2.142790,2.404301,1.608333,1.280183,0.824315,95.604286,94.700213,94.442953,93.036301,92.140333,91.298552,90.086315
7.700000,1.972469,2.258216,2.144207,2.411030,1.613026,1.283453,0.826792,95.604469,94.701301,94.444370,93.043030,92.145026,91.301823,90.088792
7.716667,1.972647,2.259274,2.145588,2.417596,1.617721,1.286758,0.829271,95.604647,94.702360,94.445751,93.049596,92.149721,91.305127,90.091271
7.733333,1.972820,2.260304,2.146935,2.424009,1.622416,1.290095,0.831751,95.604820,94.703390,94.447098,93.056009,92.154416,91.308465,90.093751
7.750000,1.972987,2.261307,2.148248,2.430276,1.627108,1.293467,0.834234,95.604987,94.704393,94.448411,93.062276,92.159108,91.311836,90.096234
7.766667,1.973149,2.262283,2.149529,2.436404,1.631795,1.296871,0.836720,95.605149,94.705368,94.449692,93.068404,92.163795,91.315241,90.098720
7.783333,1.973306,2.263233,2.150780,2.442400,1.636475,1.300308,0.839211,95.605306,94.706319,94.450943,93.074400,92.168475,91.318678,90.101211
7.800000,1.973459,2.264159,2.152000,2.448270,1.641151,1.303778,0.841709,95.605459,94.707244,94.452163,93.080270,92.173151,91.322148,90.103709
7.816667,1.973607,2.265061,2.153192,2.454020,1.645894,1.307280,0.844215,95.605607,94.708147,94.453355,93.086020,92.177894,91.325650,90.106215
7.833333,1.973750,2.265940,2.154357,2.459654,1.651014,1.310813,0.846730,95.605750,94.709026,94.454520,93.091654,92.183014,91.329183,90.108730
7.850000,1.973890,2.266798,2.155495,2.465178,1.656845,1.314377,0.849255,95.605890,94.709884,94.455658,93.097178,92.188845,91.332746,90.111255
7.866667,1.974026,2.267635,2.156608,2.470599,1.663088,1.317971,0.851792,95.606026,94.710720,94.456771,93.102599,92.195088,91.336340,90.113792
7.883333,1.974157,2.268451,2.157696,2.475922,1.669189,1.321593,0.854343,95.606157,94.711537,94.457859,93.107922,92.201189,91.339963,90.116343
7.900000,1.974285,2.269248,2.158761,2.481153,1.675025,1.325244,0.856907,95.606285,94.712334,94.458924,93.113153,92.207025,91.343613,90.118907
7.916667,1.974410,2.270026,2.159804,2.486297,1.680729,1.328922,0.859488,95.606410,94.713112,94.459967,93.118297,92.212729,91.347291,90.121488
7.933333,1.974531,2.270787,2.160830,2.491355,1.686387,1.332626,0.862085,95.606531,94.713872,94.460994,93.123355,92.218387,91.350995,90.124085
7.950000,1.974649,2.271530,2.161853,2.496329,1.692021,1.336355,0.864701,95.606649,94.714616,94.462016,93.128329,92.224021,91.354725,90.126701
7.966667,1.974764,2.272257,2.162889,2.501220,1.697633,1.340109,0.867335,95.606764,94.715342,94.463052,93.133220,92.229633,91.358479,90.129335
