node,distance_km,hmax_m,hmax_time_h,safe_depth_m,design_depth_m,exceeds_safe,exceeds_design
-1000348,0.351000,2.594865,14.000000,3.456000,3.840000,False,False
-1000349,0.352000,2.595586,14.000000,3.456000,3.840000,False,False
-1000350,0.353000,2.596308,14.000000,3.456000,3.840000,False,False
-1000351,0.354000,2.597030,14.000000,3.456000,3.840000,False,False
-1000352,0.355000,2.597752,14.000000,3.456000,3.840000,False,False
-1000353,0.356000,2.598475,14.000000,3.456000,3.840000,False,False
-1000354,0.357000,2.599198,14.000000,3.456000,3.840000,False,False
-1000355,0.358000,2.599921,14.000000,3.456000,3.840000,False,False
-1000356,0.359000,2.600644,14.000000,3.456000,3.840000,False,False
-1000357,0.360000,2.601368,14.000000,3.456000,3.840000,False,False
-1000358,0.361000,2.602092,14.000000,3.456000,3.840000,False,False
-1000359,0.362000,2.602816,14.000000,3.456000,3.840000,False,False
-1000360,0.363000,2.603540,14.000000,3.456000,3.840000,False,False
-1000361,0.364000,2.604265,14.000000,3.456000,3.840000,False,False
-1000362,0.365000,2.604990,14.000000,3.456000,3.840000,False,False
-1000363,0.366000,2.605715,14.000000,3.456000,3.840000,False,False
-1000364,0.367000,2.606440,14.000000,3.456000,3.840000,False,False
-1000365,0.368000,2.607166,14.000000,3.456000,3.840000,False,False
-1000366,0.369000,2.607892,14.000000,3.456000,3.840000,False,False
-1000367,0.370000,2.608618,14.000000,3.456000,3.840000,False,False
-1000368,0.371000,2.609345,14.000000,3.456000,3.840000,False,False
-1000369,0.372000,2.610071,14.000000,3.456000,3.840000,False,False
-1000370,0.373000,2.610798,14.000000,3.456000,3.840000,False,False
-1000371,0.374000,2.611525,14.000000,3.456000,3.840000,False,False
-1000372,0.375000,2.612253,14.000000,3.456000,3.840000,False,False
-1000373,0.376000,2.612981,14.000000,3.456000,3.840000,False,False
-1000374,0.377000,2.613709,14.000000,3.456000,3.840000,False,False
-1000375,0.378000,2.614437,14.000000,3.456000,3.840000,False,False
-1000376,0.379000,2.615166,14.000000,3.456000,3.840000,False,False
-1000377,0.380000,2.615894,14.000000,3.456000,3.840000,False,False
